indicatorId,geoUnit,year,type,subtype,value
FOSGP.5T8.F600,ESP,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,ESP,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ESP,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,ESP,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ESP,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,ESP,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ESP,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,ESP,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ESP,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,ESP,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,EST,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,EST,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,EST,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,EST,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,EST,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,EST,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,EST,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,EST,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,EST,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,EST,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,EST,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,EST,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FIN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,FIN,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FIN,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,FIN,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FIN,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,FIN,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FIN,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,FIN,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FIN,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,FIN,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FIN,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,FIN,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FJI,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,FJI,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,FRA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,FRA,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FRA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,FRA,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FRA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,FRA,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FRA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,FRA,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,FRA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,FRA,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GBR,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,GBR,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GBR,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,GBR,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GBR,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,GBR,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GBR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,GBR,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GEO,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,GEO,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GEO,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,GEO,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GEO,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,GEO,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GEO,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,GEO,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GEO,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,GEO,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GHA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,GHA,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GHA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,GHA,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GHA,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,GHA,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GHA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,GHA,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GHA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,GHA,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GHA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,GHA,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GRC,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRC,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GRC,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRC,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GRC,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRC,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GRC,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRC,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GRC,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRC,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,GRD,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRD,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GRD,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRD,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GRD,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,GRD,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,GTM,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,GTM,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,HND,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,HND,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,HND,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,HND,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,HND,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,HND,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,HND,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,HND,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,HND,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,HND,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,HRV,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,HRV,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HRV,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,HRV,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HRV,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,HRV,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HRV,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,HRV,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HRV,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,HRV,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HRV,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,HRV,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HUN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,HUN,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HUN,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,HUN,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HUN,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,HUN,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HUN,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,HUN,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HUN,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,HUN,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,HUN,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,HUN,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,IDN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,IDN,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IDN,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,IDN,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IDN,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,IDN,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IDN,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,IDN,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IND,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,IND,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IND,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,IND,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IND,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,IND,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IND,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,IND,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IND,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,IND,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IND,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,IND,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IRL,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRL,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,IRL,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRL,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,IRL,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRL,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,IRL,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRL,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,IRL,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRL,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,IRN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRN,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IRN,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRN,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IRN,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRN,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IRN,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRN,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IRN,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRN,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,IRN,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,IRN,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,ISL,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,ISL,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ISL,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,ISL,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ISL,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,ISL,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ISR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,ISR,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ITA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,ITA,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ITA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,ITA,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ITA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,ITA,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ITA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,ITA,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ITA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,ITA,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,JOR,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,JOR,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,JOR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,JOR,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KAZ,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,KAZ,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KAZ,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,KAZ,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KAZ,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,KAZ,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KAZ,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,KAZ,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KAZ,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,KAZ,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KGZ,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,KGZ,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KGZ,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,KGZ,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KGZ,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,KGZ,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KGZ,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,KGZ,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KGZ,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,KGZ,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KGZ,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,KGZ,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KHM,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,KHM,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,KOR,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,KOR,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,KOR,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,KOR,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,KOR,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,KOR,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,KOR,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,KOR,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,KOR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,KOR,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LAO,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,LAO,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LAO,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,LAO,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LAO,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,LAO,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LAO,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,LAO,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LAO,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,LAO,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LIE,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,LIE,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LIE,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,LIE,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LIE,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,LIE,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LKA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,LKA,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LKA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,LKA,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LKA,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,LKA,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LKA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,LKA,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LKA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,LKA,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LKA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,LKA,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LSO,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,LSO,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LSO,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,LSO,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,LTU,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,LTU,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LTU,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,LTU,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LTU,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,LTU,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LTU,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,LTU,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LTU,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,LTU,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LTU,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,LTU,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LUX,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,LUX,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LUX,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,LUX,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LUX,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,LUX,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LUX,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,LUX,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LUX,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,LUX,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LVA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,LVA,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LVA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,LVA,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LVA,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,LVA,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LVA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,LVA,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LVA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,LVA,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,LVA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,LVA,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MAC,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAC,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAC,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAC,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAC,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAC,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAC,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAC,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAC,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAC,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAC,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAC,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAR,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAR,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAR,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAR,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAR,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAR,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAR,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAR,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MAR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MAR,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MCO,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MCO,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MCO,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MCO,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MCO,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MCO,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MCO,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MCO,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MCO,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MCO,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDA,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDA,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDA,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDA,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDG,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDG,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDG,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDG,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDG,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDG,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDG,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDG,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDG,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDG,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDG,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDG,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDV,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDV,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MDV,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MDV,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MEX,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MEX,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MEX,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MEX,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MEX,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MEX,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MEX,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MEX,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MEX,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MEX,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MHL,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MHL,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MKD,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MKD,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MKD,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MKD,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
